SID,sameDiff,Prime,Target,prime_file,target_file,Congruent,PIT_corr,PIT_rt,WM_corr,WM_rt,group,block,Trial,Load
20,0,pain,pain,images/Pain_hand_03.jpg,images/Pain_hand_04.jpg,1,1,0.3657,1,0.6638,A,L,219,High
20,0,nonpain,pain,images/Neutral_hand_01.jpg,images/Pain_hand_02.jpg,0,1,0.6004,1,0.5936,A,L,220,High
20,1,nonpain,pain,images/Neutral_hand_03.jpg,images/Pain_hand_04.jpg,0,1,0.5337,1,0.5867,A,L,221,High
20,1,pain,pain,images/Pain_foot_01.jpg,images/Pain_foot_02.jpg,1,1,0.4022,0,0.6397,A,L,222,High
20,1,nonpain,nonpain,images/Neutral_foot_01.jpg,images/Neutral_foot_02.jpg,1,1,0.5366,1,0.6974,A,L,223,High
20,0,pain,pain,images/Pain_foot_01.jpg,images/Pain_foot_02.jpg,1,1,0.3622,0,0.7152,A,L,224,High
20,1,nonpain,nonpain,images/Neutral_hand_03.jpg,images/Neutral_hand_04.jpg,1,1,0.5336,NA,NA,A,L,225,Low
20,0,nonpain,pain,images/Neutral_hand_03.jpg,images/Pain_hand_04.jpg,0,1,0.4328,NA,NA,A,L,226,Low
20,0,pain,pain,images/Pain_foot_01.jpg,images/Pain_foot_02.jpg,1,1,0.3202,NA,NA,A,L,227,Low
20,0,nonpain,pain,images/Neutral_foot_03.jpg,images/Pain_foot_04.jpg,0,0,0.355,NA,NA,A,L,228,Low
20,1,pain,nonpain,images/Pain_hand_01.jpg,images/Neutral_hand_02.jpg,0,1,0.5179,NA,NA,A,L,229,Low
20,1,pain,pain,images/Pain_foot_03.jpg,images/Pain_foot_04.jpg,1,1,0.4067,NA,NA,A,L,230,Low
20,0,pain,pain,images/Pain_hand_03.jpg,images/Pain_hand_04.jpg,1,1,0.4217,NA,NA,A,L,231,Low
20,1,nonpain,nonpain,images/Neutral_hand_01.jpg,images/Neutral_hand_02.jpg,1,0,0.3792,NA,NA,A,L,232,Low
20,1,nonpain,nonpain,images/Neutral_foot_01.jpg,images/Neutral_foot_02.jpg,1,1,0.6862,NA,NA,A,L,233,Low
20,0,nonpain,nonpain,images/Neutral_foot_03.jpg,images/Neutral_foot_04.jpg,1,1,0.4564,NA,NA,A,L,234,Low
20,1,pain,nonpain,images/Pain_foot_03.jpg,images/Neutral_foot_04.jpg,0,1,0.7186,NA,NA,A,L,235,Low
20,0,pain,nonpain,images/Pain_foot_01.jpg,images/Neutral_foot_02.jpg,0,1,0.7751,NA,NA,A,L,236,Low
20,0,pain,pain,images/Pain_foot_03.jpg,images/Pain_foot_04.jpg,1,1,0.4649,NA,NA,A,L,237,Low
20,1,pain,pain,images/Pain_foot_01.jpg,images/Pain_foot_02.jpg,1,1,0.6,NA,NA,A,L,238,Low
20,1,pain,pain,images/Pain_hand_01.jpg,images/Pain_hand_02.jpg,1,1,0.3408,NA,NA,A,L,239,Low
20,1,nonpain,pain,images/Neutral_foot_03.jpg,images/Pain_foot_04.jpg,0,1,0.539,NA,NA,A,L,240,Low
20,0,nonpain,nonpain,images/Neutral_foot_01.jpg,images/Neutral_foot_02.jpg,1,1,0.3997,NA,NA,A,L,241,Low
20,0,nonpain,nonpain,images/Neutral_hand_03.jpg,images/Neutral_hand_04.jpg,1,1,0.4052,NA,NA,A,L,242,Low
20,1,pain,nonpain,images/Pain_hand_03.jpg,images/Neutral_hand_04.jpg,0,1,0.6657,NA,NA,A,L,243,Low
20,0,pain,nonpain,images/Pain_foot_03.jpg,images/Neutral_foot_04.jpg,0,0,0.8026,NA,NA,A,L,244,Low
20,1,nonpain,pain,images/Neutral_hand_03.jpg,images/Pain_hand_04.jpg,0,1,0.6812,NA,NA,A,L,245,Low
20,0,nonpain,pain,images/Neutral_foot_01.jpg,images/Pain_foot_02.jpg,0,0,0.3981,NA,NA,A,L,246,Low
20,1,nonpain,pain,images/Neutral_foot_01.jpg,images/Pain_foot_02.jpg,0,1,0.657,NA,NA,A,L,247,Low
20,1,pain,pain,images/Pain_hand_03.jpg,images/Pain_hand_04.jpg,1,1,0.4693,NA,NA,A,L,248,Low
20,1,nonpain,pain,images/Neutral_hand_01.jpg,images/Pain_hand_02.jpg,0,1,0.4724,NA,NA,A,L,249,Low
20,0,nonpain,nonpain,images/Neutral_hand_01.jpg,images/Neutral_hand_02.jpg,1,1,0.4552,NA,NA,A,L,250,Low
20,1,nonpain,nonpain,images/Neutral_foot_03.jpg,images/Neutral_foot_04.jpg,1,1,0.3632,NA,NA,A,L,251,Low
20,0,pain,nonpain,images/Pain_hand_01.jpg,images/Neutral_hand_02.jpg,0,1,0.5405,NA,NA,A,L,252,Low
20,1,pain,nonpain,images/Pain_foot_01.jpg,images/Neutral_foot_02.jpg,0,0,0.3731,NA,NA,A,L,253,Low
20,0,pain,nonpain,images/Pain_hand_03.jpg,images/Neutral_hand_04.jpg,0,1,0.4717,NA,NA,A,L,254,Low
20,0,pain,pain,images/Pain_hand_01.jpg,images/Pain_hand_02.jpg,1,1,0.6671,NA,NA,A,L,255,Low
20,0,nonpain,pain,images/Neutral_hand_01.jpg,images/Pain_hand_02.jpg,0,1,0.5222,NA,NA,A,L,256,Low
21,0,pain,pain,images/Pain_hand_01.jpg,images/Pain_hand_02.jpg,1,1,1.1532,0,0.9098,B,H,1,High
21,1,pain,nonpain,images/Pain_hand_01.jpg,images/Neutral_hand_02.jpg,0,1,0.8204,1,1.7432,B,H,2,High
21,0,nonpain,nonpain,images/Neutral_foot_01.jpg,images/Neutral_foot_02.jpg,1,1,1.3197,0,1.0627,B,H,3,High
21,0,nonpain,nonpain,images/Neutral_hand_03.jpg,images/Neutral_hand_04.jpg,1,1,0.785,1,1.0488,B,H,4,High
21,1,nonpain,nonpain,images/Neutral_foot_03.jpg,images/Neutral_foot_04.jpg,1,1,1.0082,1,0.9462,B,H,5,High
21,0,nonpain,pain,images/Neutral_hand_01.jpg,images/Pain_hand_02.jpg,0,1,0.875,1,1.6471,B,H,6,High
21,1,nonpain,nonpain,images/Neutral_foot_01.jpg,images/Neutral_foot_02.jpg,1,1,0.7297,1,1.1363,B,H,7,High
21,1,nonpain,pain,images/Neutral_hand_01.jpg,images/Pain_hand_02.jpg,0,1,0.9934,0,0.8766,B,H,8,High
21,0,pain,nonpain,images/Pain_foot_01.jpg,images/Neutral_foot_02.jpg,0,1,1.1948,0,1.0769,B,H,9,High
21,0,pain,nonpain,images/Pain_hand_01.jpg,images/Neutral_hand_02.jpg,0,1,0.6331,0,0.9452,B,H,10,High
21,1,pain,pain,images/Pain_hand_01.jpg,images/Pain_hand_02.jpg,1,1,0.8891,0,1.8475,B,H,11,High
21,0,pain,pain,images/Pain_foot_01.jpg,images/Pain_foot_02.jpg,1,1,0.8073,0,0.9378,B,H,12,High
21,1,nonpain,pain,images/Neutral_foot_03.jpg,images/Pain_foot_04.jpg,0,1,0.8895,1,1.5074,B,H,13,High
21,0,pain,pain,images/Pain_foot_03.jpg,images/Pain_foot_04.jpg,1,1,1.0142,1,0.9047,B,H,14,High
21,0,pain,pain,images/Pain_hand_03.jpg,images/Pain_hand_04.jpg,1,1,0.6668,1,0.8614,B,H,15,High
21,1,pain,nonpain,images/Pain_foot_01.jpg,images/Neutral_foot_02.jpg,0,1,1.7711,1,0.9666,B,H,16,High
21,1,pain,pain,images/Pain_foot_01.jpg,images/Pain_foot_02.jpg,1,1,1.0559,0,0.9382,B,H,17,High
21,1,pain,nonpain,images/Pain_foot_03.jpg,images/Neutral_foot_04.jpg,0,1,0.9726,1,1.3545,B,H,18,High
21,1,pain,pain,images/Pain_hand_03.jpg,images/Pain_hand_04.jpg,1,1,1.4168,1,0.9306,B,H,19,High
21,0,nonpain,nonpain,images/Neutral_foot_03.jpg,images/Neutral_foot_04.jpg,1,1,0.6946,1,0.924,B,H,20,High
21,1,nonpain,nonpain,images/Neutral_hand_01.jpg,images/Neutral_hand_02.jpg,1,1,1.3822,0,0.8891,B,H,21,High
21,0,pain,nonpain,images/Pain_hand_03.jpg,images/Neutral_hand_04.jpg,0,1,1.0006,1,0.7711,B,H,22,High
21,1,nonpain,pain,images/Neutral_foot_01.jpg,images/Pain_foot_02.jpg,0,1,1.3626,1,1.2503,B,H,23,High
21,1,nonpain,pain,images/Neutral_hand_03.jpg,images/Pain_hand_04.jpg,0,1,1.3056,1,1.3058,B,H,24,High
21,1,pain,pain,images/Pain_foot_03.jpg,images/Pain_foot_04.jpg,1,1,0.9728,1,0.8964,B,H,25,High
21,1,pain,nonpain,images/Pain_hand_03.jpg,images/Neutral_hand_04.jpg,0,1,1.5501,1,1.2229,B,H,26,High
21,0,nonpain,pain,images/Neutral_foot_01.jpg,images/Pain_foot_02.jpg,0,1,0.8909,1,0.8076,B,H,27,High
21,1,nonpain,nonpain,images/Neutral_hand_03.jpg,images/Neutral_hand_04.jpg,1,1,1.3059,0,1.1805,B,H,28,High
21,0,nonpain,pain,images/Neutral_hand_03.jpg,images/Pain_hand_04.jpg,0,0,NA,1,1.1133,B,H,29,High
21,0,nonpain,nonpain,images/Neutral_hand_01.jpg,images/Neutral_hand_02.jpg,1,1,0.7238,1,0.8475,B,H,30,High
21,0,nonpain,pain,images/Neutral_foot_03.jpg,images/Pain_foot_04.jpg,0,1,0.8613,1,0.855,B,H,31,High
21,0,pain,nonpain,images/Pain_foot_03.jpg,images/Neutral_foot_04.jpg,0,1,0.7923,0,1.2089,B,H,32,High
21,0,pain,pain,images/Pain_foot_01.jpg,images/Pain_foot_02.jpg,1,1,1.1665,NA,NA,B,H,33,Low
21,0,pain,nonpain,images/Pain_hand_01.jpg,images/Neutral_hand_02.jpg,0,1,1.3961,NA,NA,B,H,34,Low
21,0,pain,nonpain,images/Pain_foot_01.jpg,images/Neutral_foot_02.jpg,0,1,0.5977,NA,NA,B,H,35,Low
21,1,nonpain,pain,images/Neutral_foot_03.jpg,images/Pain_foot_04.jpg,0,1,0.7016,NA,NA,B,H,36,Low
21,1,nonpain,nonpain,images/Neutral_foot_03.jpg,images/Neutral_foot_04.jpg,1,1,0.7501,NA,NA,B,H,37,Low
21,0,nonpain,nonpain,images/Neutral_foot_01.jpg,images/Neutral_foot_02.jpg,1,1,0.5627,NA,NA,B,H,38,Low
21,1,pain,pain,images/Pain_foot_03.jpg,images/Pain_foot_04.jpg,1,1,0.8194,NA,NA,B,H,39,Low
21,0,pain,nonpain,images/Pain_foot_03.jpg,images/Neutral_foot_04.jpg,0,1,0.6671,NA,NA,B,H,40,Low
21,0,pain,nonpain,images/Pain_hand_03.jpg,images/Neutral_hand_04.jpg,0,1,0.813,NA,NA,B,H,41,Low
21,0,nonpain,nonpain,images/Neutral_hand_03.jpg,images/Neutral_hand_04.jpg,1,1,0.8475,NA,NA,B,H,42,Low
21,0,pain,pain,images/Pain_hand_03.jpg,images/Pain_hand_04.jpg,1,1,0.7499,NA,NA,B,H,43,Low
21,1,pain,nonpain,images/Pain_hand_03.jpg,images/Neutral_hand_04.jpg,0,1,0.8752,NA,NA,B,H,44,Low
21,1,nonpain,nonpain,images/Neutral_hand_01.jpg,images/Neutral_hand_02.jpg,1,1,0.6666,NA,NA,B,H,45,Low
21,0,nonpain,pain,images/Neutral_hand_01.jpg,images/Pain_hand_02.jpg,0,1,0.6672,NA,NA,B,H,46,Low
21,1,pain,pain,images/Pain_hand_03.jpg,images/Pain_hand_04.jpg,1,1,1.1462,NA,NA,B,H,47,Low
21,1,nonpain,pain,images/Neutral_foot_01.jpg,images/Pain_foot_02.jpg,0,1,0.7158,NA,NA,B,H,48,Low
21,1,nonpain,nonpain,images/Neutral_foot_01.jpg,images/Neutral_foot_02.jpg,1,1,0.6121,NA,NA,B,H,49,Low
21,1,pain,nonpain,images/Pain_foot_01.jpg,images/Neutral_foot_02.jpg,0,1,0.6542,NA,NA,B,H,50,Low
21,0,nonpain,pain,images/Neutral_hand_03.jpg,images/Pain_hand_04.jpg,0,1,0.8471,NA,NA,B,H,51,Low
21,0,pain,pain,images/Pain_foot_03.jpg,images/Pain_foot_04.jpg,1,1,1.1606,NA,NA,B,H,52,Low
21,1,nonpain,pain,images/Neutral_hand_01.jpg,images/Pain_hand_02.jpg,0,1,0.8478,NA,NA,B,H,53,Low
21,0,nonpain,pain,images/Neutral_foot_03.jpg,images/Pain_foot_04.jpg,0,1,0.8127,NA,NA,B,H,54,Low
21,0,nonpain,pain,images/Neutral_foot_01.jpg,images/Pain_foot_02.jpg,0,1,1.0699,NA,NA,B,H,55,Low
21,1,pain,nonpain,images/Pain_foot_03.jpg,images/Neutral_foot_04.jpg,0,1,0.6461,NA,NA,B,H,56,Low
21,1,pain,pain,images/Pain_hand_01.jpg,images/Pain_hand_02.jpg,1,1,0.9312,NA,NA,B,H,57,Low
21,1,nonpain,nonpain,images/Neutral_hand_03.jpg,images/Neutral_hand_04.jpg,1,1,1.1946,NA,NA,B,H,58,Low
21,1,nonpain,pain,images/Neutral_hand_03.jpg,images/Pain_hand_04.jpg,0,1,0.9038,NA,NA,B,H,59,Low
21,0,nonpain,nonpain,images/Neutral_hand_01.jpg,images/Neutral_hand_02.jpg,1,1,0.7434,NA,NA,B,H,60,Low
21,1,pain,nonpain,images/Pain_hand_01.jpg,images/Neutral_hand_02.jpg,0,1,0.7503,NA,NA,B,H,61,Low
21,0,nonpain,nonpain,images/Neutral_foot_03.jpg,images/Neutral_foot_04.jpg,1,1,0.6895,NA,NA,B,H,62,Low
21,0,pain,pain,images/Pain_hand_01.jpg,images/Pain_hand_02.jpg,1,1,0.7295,NA,NA,B,H,63,Low
21,1,pain,pain,images/Pain_foot_01.jpg,images/Pain_foot_02.jpg,1,1,1.1131,NA,NA,B,H,64,Low
21,0,pain,nonpain,images/Pain_hand_03.jpg,images/Neutral_hand_04.jpg,0,1,1.3054,NA,NA,B,H,65,Low
21,0,pain,pain,images/Pain_foot_01.jpg,images/Pain_foot_02.jpg,1,1,0.592,NA,NA,B,H,66,Low
21,1,nonpain,pain,images/Neutral_foot_03.jpg,images/Pain_foot_04.jpg,0,1,0.6531,NA,NA,B,H,67,Low
21,1,pain,pain,images/Pain_hand_01.jpg,images/Pain_hand_02.jpg,1,1,0.4794,NA,NA,B,H,68,Low
21,0,nonpain,pain,images/Neutral_foot_01.jpg,images/Pain_foot_02.jpg,0,1,0.5004,NA,NA,B,H,69,Low
21,0,pain,nonpain,images/Pain_hand_01.jpg,images/Neutral_hand_02.jpg,0,1,0.6949,NA,NA,B,H,70,Low
21,1,nonpain,pain,images/Neutral_foot_01.jpg,images/Pain_foot_02.jpg,0,0,0.618,NA,NA,B,H,71,Low
21,1,pain,pain,images/Pain_hand_03.jpg,images/Pain_hand_04.jpg,1,1,1.1741,NA,NA,B,H,72,Low
21,1,pain,nonpain,images/Pain_foot_01.jpg,images/Neutral_foot_02.jpg,0,1,1.5285,NA,NA,B,H,73,Low
21,1,nonpain,nonpain,images/Neutral_hand_01.jpg,images/Neutral_hand_02.jpg,1,1,0.674,NA,NA,B,H,74,Low
21,0,pain,pain,images/Pain_hand_01.jpg,images/Pain_hand_02.jpg,1,1,0.9039,NA,NA,B,H,75,Low
21,0,nonpain,nonpain,images/Neutral_foot_01.jpg,images/Neutral_foot_02.jpg,1,1,0.7362,NA,NA,B,H,76,Low
21,0,nonpain,nonpain,images/Neutral_hand_01.jpg,images/Neutral_hand_02.jpg,1,1,0.7225,NA,NA,B,H,77,Low
21,0,nonpain,pain,images/Neutral_foot_03.jpg,images/Pain_foot_04.jpg,0,1,0.7168,NA,NA,B,H,78,Low
21,0,pain,pain,images/Pain_foot_03.jpg,images/Pain_foot_04.jpg,1,1,0.4236,NA,NA,B,H,79,Low
21,0,nonpain,pain,images/Neutral_hand_01.jpg,images/Pain_hand_02.jpg,0,1,0.6411,NA,NA,B,H,80,Low
21,0,nonpain,nonpain,images/Neutral_foot_03.jpg,images/Neutral_foot_04.jpg,1,1,0.5905,NA,NA,B,H,81,Low
21,1,nonpain,nonpain,images/Neutral_foot_03.jpg,images/Neutral_foot_04.jpg,1,1,1.0836,NA,NA,B,H,82,Low
21,1,nonpain,pain,images/Neutral_hand_01.jpg,images/Pain_hand_02.jpg,0,1,0.507,NA,NA,B,H,83,Low
21,0,nonpain,nonpain,images/Neutral_hand_03.jpg,images/Neutral_hand_04.jpg,1,1,0.6117,NA,NA,B,H,84,Low
21,1,pain,nonpain,images/Pain_foot_03.jpg,images/Neutral_foot_04.jpg,0,1,0.5772,NA,NA,B,H,85,Low
21,1,nonpain,nonpain,images/Neutral_hand_03.jpg,images/Neutral_hand_04.jpg,1,1,0.5901,NA,NA,B,H,86,Low
21,1,pain,pain,images/Pain_foot_03.jpg,images/Pain_foot_04.jpg,1,1,0.7641,NA,NA,B,H,87,Low
21,0,pain,nonpain,images/Pain_foot_01.jpg,images/Neutral_foot_02.jpg,0,1,0.6667,NA,NA,B,H,88,Low
21,1,pain,nonpain,images/Pain_hand_01.jpg,images/Neutral_hand_02.jpg,0,1,0.7782,NA,NA,B,H,89,Low
21,1,pain,nonpain,images/Pain_hand_03.jpg,images/Neutral_hand_04.jpg,0,1,0.5776,NA,NA,B,H,90,Low
21,0,pain,nonpain,images/Pain_foot_03.jpg,images/Neutral_foot_04.jpg,0,1,0.5769,NA,NA,B,H,91,Low
21,1,nonpain,nonpain,images/Neutral_foot_01.jpg,images/Neutral_foot_02.jpg,1,1,0.7364,NA,NA,B,H,92,Low
21,1,nonpain,pain,images/Neutral_hand_03.jpg,images/Pain_hand_04.jpg,0,1,1.4168,NA,NA,B,H,93,Low
21,0,pain,pain,images/Pain_hand_03.jpg,images/Pain_hand_04.jpg,1,1,0.3611,NA,NA,B,H,94,Low
21,1,pain,pain,images/Pain_foot_01.jpg,images/Pain_foot_02.jpg,1,1,0.411,NA,NA,B,H,95,Low
21,0,nonpain,pain,images/Neutral_hand_03.jpg,images/Pain_hand_04.jpg,0,1,0.5017,NA,NA,B,H,96,Low
21,1,nonpain,nonpain,images/Neutral_hand_01.jpg,images/Neutral_hand_02.jpg,1,1,0.7442,1,0.967,B,H,97,High
21,0,nonpain,pain,images/Neutral_foot_03.jpg,images/Pain_foot_04.jpg,0,1,1.0487,1,1.1187,B,H,98,High
21,1,nonpain,nonpain,images/Neutral_hand_03.jpg,images/Neutral_hand_04.jpg,1,1,0.9308,1,0.868,B,H,99,High
21,0,pain,pain,images/Pain_hand_03.jpg,images/Pain_hand_04.jpg,1,1,1.0279,1,1.1473,B,H,100,High
21,1,nonpain,nonpain,images/Neutral_foot_03.jpg,images/Neutral_foot_04.jpg,1,1,0.7232,1,0.8824,B,H,101,High
21,1,nonpain,nonpain,images/Neutral_foot_01.jpg,images/Neutral_foot_02.jpg,1,1,1.6391,1,1.0143,B,H,102,High
21,0,pain,pain,images/Pain_foot_01.jpg,images/Pain_foot_02.jpg,1,1,0.7932,1,1.0074,B,H,103,High
21,0,pain,nonpain,images/Pain_foot_01.jpg,images/Neutral_foot_02.jpg,0,1,0.758,1,0.8266,B,H,104,High
21,1,pain,pain,images/Pain_foot_01.jpg,images/Pain_foot_02.jpg,1,1,0.7568,1,1.271,B,H,105,High
21,0,nonpain,nonpain,images/Neutral_foot_03.jpg,images/Neutral_foot_04.jpg,1,1,0.7293,1,0.7153,B,H,106,High
21,0,nonpain,pain,images/Neutral_hand_03.jpg,images/Pain_hand_04.jpg,0,1,0.8545,1,1.1253,B,H,107,High
21,1,pain,pain,images/Pain_hand_03.jpg,images/Pain_hand_04.jpg,1,1,0.8063,1,0.827,B,H,108,High
21,0,pain,nonpain,images/Pain_foot_03.jpg,images/Neutral_foot_04.jpg,0,1,0.681,1,0.7363,B,H,109,High
21,1,nonpain,pain,images/Neutral_hand_03.jpg,images/Pain_hand_04.jpg,0,1,1.1335,1,0.9039,B,H,110,High
21,0,nonpain,nonpain,images/Neutral_foot_01.jpg,images/Neutral_foot_02.jpg,1,1,1.257,1,0.6181,B,H,111,High
21,0,nonpain,pain,images/Neutral_foot_01.jpg,images/Pain_foot_02.jpg,0,1,1.0294,1,0.8978,B,H,112,High
21,1,nonpain,pain,images/Neutral_hand_01.jpg,images/Pain_hand_02.jpg,0,1,0.8475,1,0.9653,B,H,113,High
21,0,pain,pain,images/Pain_foot_03.jpg,images/Pain_foot_04.jpg,1,1,1.1251,1,0.6185,B,H,114,High
21,0,pain,nonpain,images/Pain_hand_03.jpg,images/Neutral_hand_04.jpg,0,1,0.7435,1,0.6808,B,H,115,High
21,0,nonpain,nonpain,images/Neutral_hand_01.jpg,images/Neutral_hand_02.jpg,1,1,1.3267,1,0.7086,B,H,116,High
21,1,pain,nonpain,images/Pain_hand_01.jpg,images/Neutral_hand_02.jpg,0,0,0.5975,0,0.8824,B,H,117,High
21,1,pain,nonpain,images/Pain_foot_03.jpg,images/Neutral_foot_04.jpg,0,1,0.8476,1,0.7923,B,H,118,High
21,1,pain,pain,images/Pain_foot_03.jpg,images/Pain_foot_04.jpg,1,1,0.7225,1,0.8265,B,H,119,High
21,0,nonpain,pain,images/Neutral_hand_01.jpg,images/Pain_hand_02.jpg,0,1,0.7645,1,0.7659,B,H,120,High
21,1,pain,pain,images/Pain_hand_01.jpg,images/Pain_hand_02.jpg,1,1,1.16,1,1.5975,B,H,121,High
21,0,pain,nonpain,images/Pain_hand_01.jpg,images/Neutral_hand_02.jpg,0,1,0.8141,1,0.6601,B,H,122,High
21,1,nonpain,pain,images/Neutral_foot_01.jpg,images/Pain_foot_02.jpg,0,1,1.0003,1,1.0834,B,H,123,High
21,1,nonpain,pain,images/Neutral_foot_03.jpg,images/Pain_foot_04.jpg,0,1,0.8961,0,1.1394,B,H,124,High
21,1,pain,nonpain,images/Pain_foot_01.jpg,images/Neutral_foot_02.jpg,0,1,0.7019,1,0.8196,B,H,125,High
21,0,pain,pain,images/Pain_hand_01.jpg,images/Pain_hand_02.jpg,1,1,1.1821,1,0.8127,B,H,126,High
21,1,pain,nonpain,images/Pain_hand_03.jpg,images/Neutral_hand_04.jpg,0,1,1.1947,1,0.8334,B,H,127,High
21,0,nonpain,nonpain,images/Neutral_hand_03.jpg,images/Neutral_hand_04.jpg,1,1,0.5765,0,0.9726,B,H,128,High
21,0,nonpain,nonpain,images/Neutral_hand_03.jpg,images/Neutral_hand_04.jpg,1,1,0.841,1,0.8476,B,H,129,High
21,1,nonpain,nonpain,images/Neutral_foot_01.jpg,images/Neutral_foot_02.jpg,1,1,0.6184,1,1.0147,B,H,130,High
21,1,pain,nonpain,images/Pain_hand_01.jpg,images/Neutral_hand_02.jpg,0,1,0.6598,1,0.8128,B,H,131,High
21,1,pain,pain,images/Pain_foot_01.jpg,images/Pain_foot_02.jpg,1,1,0.8271,1,0.8279,B,H,132,High
21,1,pain,pain,images/Pain_hand_01.jpg,images/Pain_hand_02.jpg,1,1,1.1807,1,1.3683,B,H,133,High
21,1,nonpain,pain,images/Neutral_foot_01.jpg,images/Pain_foot_02.jpg,0,1,1.1946,1,0.7574,B,H,134,High
21,0,pain,nonpain,images/Pain_foot_03.jpg,images/Neutral_foot_04.jpg,0,1,0.7919,1,0.6604,B,H,135,High
21,0,nonpain,pain,images/Neutral_hand_01.jpg,images/Pain_hand_02.jpg,0,1,0.8611,1,0.667,B,H,136,High
21,0,pain,nonpain,images/Pain_hand_03.jpg,images/Neutral_hand_04.jpg,0,1,1.2158,1,0.7363,B,H,137,High
21,1,pain,nonpain,images/Pain_hand_03.jpg,images/Neutral_hand_04.jpg,0,1,0.7575,1,0.8749,B,H,138,High
21,0,pain,nonpain,images/Pain_hand_01.jpg,images/Neutral_hand_02.jpg,0,1,0.9169,1,0.7433,B,H,139,High
21,0,pain,pain,images/Pain_hand_01.jpg,images/Pain_hand_02.jpg,1,1,0.8336,0,1.285,B,H,140,High
21,0,pain,nonpain,images/Pain_foot_01.jpg,images/Neutral_foot_02.jpg,0,1,0.9587,1,1.4933,B,H,141,High
21,1,nonpain,pain,images/Neutral_foot_03.jpg,images/Pain_foot_04.jpg,0,1,0.9032,1,0.8265,B,H,142,High
21,1,pain,nonpain,images/Pain_foot_03.jpg,images/Neutral_foot_04.jpg,0,1,0.6738,1,0.9377,B,H,143,High
21,0,nonpain,nonpain,images/Neutral_foot_01.jpg,images/Neutral_foot_02.jpg,1,1,0.6322,0,1.2505,B,H,144,High
21,1,pain,pain,images/Pain_hand_03.jpg,images/Pain_hand_04.jpg,1,1,1.1947,1,0.7442,B,H,145,High
21,1,nonpain,pain,images/Neutral_hand_01.jpg,images/Pain_hand_02.jpg,0,1,0.7087,1,0.938,B,H,146,High
21,0,nonpain,nonpain,images/Neutral_foot_03.jpg,images/Neutral_foot_04.jpg,1,1,1.1411,1,1.1188,B,H,147,High
21,0,nonpain,pain,images/Neutral_foot_03.jpg,images/Pain_foot_04.jpg,0,1,1.1894,1,0.6393,B,H,148,High
21,1,nonpain,nonpain,images/Neutral_hand_03.jpg,images/Neutral_hand_04.jpg,1,1,0.7776,1,0.9515,B,H,149,High
21,1,nonpain,nonpain,images/Neutral_foot_03.jpg,images/Neutral_foot_04.jpg,1,1,1.3611,1,0.7782,B,H,150,High
21,1,nonpain,nonpain,images/Neutral_hand_01.jpg,images/Neutral_hand_02.jpg,1,1,0.8681,0,1.1671,B,H,151,High
21,0,pain,pain,images/Pain_foot_01.jpg,images/Pain_foot_02.jpg,1,1,0.862,1,1.1322,B,H,152,High
21,0,nonpain,pain,images/Neutral_foot_01.jpg,images/Pain_foot_02.jpg,0,1,0.6534,1,0.7159,B,H,153,High
21,0,nonpain,nonpain,images/Neutral_hand_01.jpg,images/Neutral_hand_02.jpg,1,1,0.6947,1,0.924,B,H,154,High
21,1,nonpain,pain,images/Neutral_hand_03.jpg,images/Pain_hand_04.jpg,0,0,0.7377,1,1.1338,B,H,155,High
21,0,nonpain,pain,images/Neutral_hand_03.jpg,images/Pain_hand_04.jpg,0,0,0.8476,1,1.0979,B,H,156,High
21,1,pain,pain,images/Pain_foot_03.jpg,images/Pain_foot_04.jpg,1,1,1.1877,1,0.9046,B,H,157,High
21,0,pain,pain,images/Pain_hand_03.jpg,images/Pain_hand_04.jpg,1,1,1.0562,1,0.6329,B,H,158,High
21,0,pain,pain,images/Pain_foot_03.jpg,images/Pain_foot_04.jpg,1,1,0.8475,1,0.896,B,H,159,High
21,1,pain,nonpain,images/Pain_foot_01.jpg,images/Neutral_foot_02.jpg,0,1,1.5763,1,1.4516,B,H,160,High
21,0,pain,pain,images/Pain_foot_03.jpg,images/Pain_foot_04.jpg,1,1,0.9314,NA,NA,B,H,161,Low
21,0,pain,pain,images/Pain_hand_03.jpg,images/Pain_hand_04.jpg,1,1,0.6114,NA,NA,B,H,162,Low
21,1,nonpain,pain,images/Neutral_foot_01.jpg,images/Pain_foot_02.jpg,0,1,0.4864,NA,NA,B,H,163,Low
21,0,nonpain,pain,images/Neutral_foot_03.jpg,images/Pain_foot_04.jpg,0,1,0.3893,NA,NA,B,H,164,Low
21,1,pain,nonpain,images/Pain_foot_03.jpg,images/Neutral_foot_04.jpg,0,1,0.4169,NA,NA,B,H,165,Low
21,1,pain,pain,images/Pain_hand_03.jpg,images/Pain_hand_04.jpg,1,1,0.847,NA,NA,B,H,166,Low
21,1,pain,pain,images/Pain_foot_01.jpg,images/Pain_foot_02.jpg,1,1,0.7015,NA,NA,B,H,167,Low
21,0,pain,nonpain,images/Pain_hand_01.jpg,images/Neutral_hand_02.jpg,0,1,1.4113,NA,NA,B,H,168,Low
21,1,pain,nonpain,images/Pain_hand_03.jpg,images/Neutral_hand_04.jpg,0,1,0.535,NA,NA,B,H,169,Low
21,0,nonpain,nonpain,images/Neutral_foot_01.jpg,images/Neutral_foot_02.jpg,1,1,0.667,NA,NA,B,H,170,Low
